Starting model=rnn epochs=10 batch=2 on host pax047
resume=<auto> run_dir=<auto>
CUDA_VISIBLE_DEVICES=0
Fri Apr 24 14:34:51 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 575.57.08              Driver Version: 575.57.08      CUDA Version: 12.9     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA H200 NVL                On  |   00000001:15:00.0 Off |                    0 |
| N/A   42C    P0             75W /  450W |       0MiB / 143771MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
torch.cuda.is_available = True
torch.cuda.device_count = 1
torch.cuda.current_device = 0
torch.cuda.get_device_name(0) = NVIDIA H200 NVL
--- Starting Training on cuda ---
Populating dataset normalization statistics...
Stats loaded. Example Zone 0 (ME) - Mean: 1314.04, Std: 215.34
No existing checkpoint found in /cluster/home/supadh03/cs137/assignment3/evaluation/subhanga-additions/checkpoints/v2/rnn/runs/job-483063. Starting fresh.
  Epoch 2/10 [ 7150/10445] │ batch_loss=8362.3369 │ grad_norm=239259.5625
  Epoch 2/10 [ 7160/10445] │ batch_loss=4847.2935 │ grad_norm=106124.1797
  Epoch 2/10 [ 7170/10445] │ batch_loss=11870.6084 │ grad_norm=315785.7188
  Epoch 2/10 [ 7180/10445] │ batch_loss=11176.7871 │ grad_norm=293904.0000
  Epoch 2/10 [ 7190/10445] │ batch_loss=5751.9336 │ grad_norm=286718.3750
  Epoch 2/10 [ 7200/10445] │ batch_loss=3689.1492 │ grad_norm=141841.7031
  Epoch 2/10 [ 7210/10445] │ batch_loss=11455.3633 │ grad_norm=271909.1562
  Epoch 2/10 [ 7220/10445] │ batch_loss=11936.2559 │ grad_norm=363426.5000
  Epoch 2/10 [ 7230/10445] │ batch_loss=3283.2761 │ grad_norm=77179.2500
  Epoch 2/10 [ 7240/10445] │ batch_loss=12411.5498 │ grad_norm=377730.3125
  Epoch 2/10 [ 7250/10445] │ batch_loss=27008.8965 │ grad_norm=603600.6250
  Epoch 2/10 [ 7260/10445] │ batch_loss=12589.8027 │ grad_norm=463990.0000
  Epoch 2/10 [ 7270/10445] │ batch_loss=5113.7646 │ grad_norm=240175.9688
  Epoch 2/10 [ 7280/10445] │ batch_loss=9111.6709 │ grad_norm=367818.3750
  Epoch 2/10 [ 7290/10445] │ batch_loss=19170.7070 │ grad_norm=388654.8125
  Epoch 2/10 [ 7300/10445] │ batch_loss=10710.6006 │ grad_norm=315151.7812
  Epoch 2/10 [ 7310/10445] │ batch_loss=21240.1914 │ grad_norm=306054.3438
  Epoch 2/10 [ 7320/10445] │ batch_loss=2821.3633 │ grad_norm=64637.8867
  Epoch 2/10 [ 7330/10445] │ batch_loss=12080.1152 │ grad_norm=236281.2344
  Epoch 2/10 [ 7340/10445] │ batch_loss=19483.6426 │ grad_norm=360216.4375
  Epoch 2/10 [ 7350/10445] │ batch_loss=6836.3379 │ grad_norm=218560.3125
  Epoch 2/10 [ 7360/10445] │ batch_loss=6156.3726 │ grad_norm=274715.4375
  Epoch 2/10 [ 7370/10445] │ batch_loss=2653.6255 │ grad_norm=53653.6992
  Epoch 2/10 [ 7380/10445] │ batch_loss=24179.7031 │ grad_norm=914941.5000
  Epoch 2/10 [ 7390/10445] │ batch_loss=3868.2944 │ grad_norm=77847.3594
  Epoch 2/10 [ 7400/10445] │ batch_loss=3635.2441 │ grad_norm=95358.8438
  Epoch 2/10 [ 7410/10445] │ batch_loss=3946.6055 │ grad_norm=169621.9531
  Epoch 2/10 [ 7420/10445] │ batch_loss=8236.8506 │ grad_norm=579010.0625
  Epoch 2/10 [ 7430/10445] │ batch_loss=6901.3276 │ grad_norm=238136.4375
  Epoch 2/10 [ 7440/10445] │ batch_loss=4089.7917 │ grad_norm=125764.7812
  Epoch 2/10 [ 7450/10445] │ batch_loss=5122.8936 │ grad_norm=92813.2578
  Epoch 2/10 [ 7460/10445] │ batch_loss=5672.3140 │ grad_norm=142458.3438
  Epoch 2/10 [ 7470/10445] │ batch_loss=8135.9023 │ grad_norm=246811.0469
  Epoch 2/10 [ 7480/10445] │ batch_loss=4699.4102 │ grad_norm=108941.5000
  Epoch 2/10 [ 7490/10445] │ batch_loss=4880.5762 │ grad_norm=111776.5547
  Epoch 2/10 [ 7500/10445] │ batch_loss=6811.9058 │ grad_norm=315071.1875
  Epoch 2/10 [ 7510/10445] │ batch_loss=23186.2461 │ grad_norm=297816.5938
  Epoch 2/10 [ 7520/10445] │ batch_loss=13274.2100 │ grad_norm=212641.2969
  Epoch 2/10 [ 7530/10445] │ batch_loss=4331.0146 │ grad_norm=136181.8594
  Epoch 2/10 [ 7540/10445] │ batch_loss=15775.9746 │ grad_norm=262962.2188
  Epoch 2/10 [ 7550/10445] │ batch_loss=33734.6602 │ grad_norm=895177.5000
  Epoch 2/10 [ 7560/10445] │ batch_loss=8619.3613 │ grad_norm=403150.9688
  Epoch 2/10 [ 7570/10445] │ batch_loss=8564.7812 │ grad_norm=226540.2500
  Epoch 2/10 [ 7580/10445] │ batch_loss=10122.7949 │ grad_norm=216522.8906
  Epoch 2/10 [ 7590/10445] │ batch_loss=11002.8281 │ grad_norm=284274.4688
  Epoch 2/10 [ 7600/10445] │ batch_loss=4778.9111 │ grad_norm=203449.0469
  Epoch 2/10 [ 7610/10445] │ batch_loss=6974.3022 │ grad_norm=249608.2188
  Epoch 2/10 [ 7620/10445] │ batch_loss=10502.5303 │ grad_norm=304151.8438
  Epoch 2/10 [ 7630/10445] │ batch_loss=7581.8530 │ grad_norm=238891.1562
  Epoch 2/10 [ 7640/10445] │ batch_loss=8587.5547 │ grad_norm=355365.2500
  Epoch 2/10 [ 7650/10445] │ batch_loss=18154.5898 │ grad_norm=267632.4688
  Epoch 2/10 [ 7660/10445] │ batch_loss=9717.3418 │ grad_norm=231752.0938
  Epoch 2/10 [ 7670/10445] │ batch_loss=9491.7432 │ grad_norm=298275.5312
  Epoch 2/10 [ 7680/10445] │ batch_loss=7418.8428 │ grad_norm=200824.4219
  Epoch 2/10 [ 7690/10445] │ batch_loss=7347.4116 │ grad_norm=324624.8750
  Epoch 2/10 [ 7700/10445] │ batch_loss=4143.9551 │ grad_norm=126034.5469
  Epoch 2/10 [ 7710/10445] │ batch_loss=14405.0186 │ grad_norm=520000.3438
  Epoch 2/10 [ 7720/10445] │ batch_loss=3015.8872 │ grad_norm=103207.6406
  Epoch 2/10 [ 7730/10445] │ batch_loss=5286.8525 │ grad_norm=324614.7812
  Epoch 2/10 [ 7740/10445] │ batch_loss=4381.4033 │ grad_norm=81454.3672
  Epoch 2/10 [ 7750/10445] │ batch_loss=17041.5898 │ grad_norm=302184.3438
  Epoch 2/10 [ 7760/10445] │ batch_loss=6013.4956 │ grad_norm=196319.4688
  Epoch 2/10 [ 7770/10445] │ batch_loss=9226.5938 │ grad_norm=344198.2812
  Epoch 2/10 [ 7780/10445] │ batch_loss=11035.4434 │ grad_norm=343979.5312
  Epoch 2/10 [ 7790/10445] │ batch_loss=22637.1641 │ grad_norm=436237.3438
  Epoch 2/10 [ 7800/10445] │ batch_loss=24020.3945 │ grad_norm=565805.5000
  Epoch 2/10 [ 7810/10445] │ batch_loss=10142.5107 │ grad_norm=584552.3125
  Epoch 2/10 [ 7820/10445] │ batch_loss=4466.3564 │ grad_norm=156457.5938
  Epoch 2/10 [ 7830/10445] │ batch_loss=13275.6387 │ grad_norm=375343.3125
  Epoch 2/10 [ 7840/10445] │ batch_loss=2351.5867 │ grad_norm=43388.9336
  Epoch 2/10 [ 7850/10445] │ batch_loss=6040.7793 │ grad_norm=402924.6250
  Epoch 2/10 [ 7860/10445] │ batch_loss=8022.4131 │ grad_norm=173063.8750
  Epoch 2/10 [ 7870/10445] │ batch_loss=3087.3738 │ grad_norm=66518.4297
  Epoch 2/10 [ 7880/10445] │ batch_loss=4437.3047 │ grad_norm=101733.4922
  Epoch 2/10 [ 7890/10445] │ batch_loss=19107.1680 │ grad_norm=346242.8125
  Epoch 2/10 [ 7900/10445] │ batch_loss=11098.3965 │ grad_norm=428483.5625
  Epoch 2/10 [ 7910/10445] │ batch_loss=5450.8096 │ grad_norm=230215.8750
  Epoch 2/10 [ 7920/10445] │ batch_loss=9203.8242 │ grad_norm=482482.1250
  Epoch 2/10 [ 7930/10445] │ batch_loss=14673.5537 │ grad_norm=373157.4062
  Epoch 2/10 [ 7940/10445] │ batch_loss=9914.5498 │ grad_norm=385844.9375
  Epoch 2/10 [ 7950/10445] │ batch_loss=7306.1367 │ grad_norm=167494.3281
  Epoch 2/10 [ 7960/10445] │ batch_loss=13952.3867 │ grad_norm=509667.9688
  Epoch 2/10 [ 7970/10445] │ batch_loss=12401.7676 │ grad_norm=766286.3750
  Epoch 2/10 [ 7980/10445] │ batch_loss=7730.0840 │ grad_norm=193725.0469
  Epoch 2/10 [ 7990/10445] │ batch_loss=13814.7461 │ grad_norm=569074.0625
  Epoch 2/10 [ 8000/10445] │ batch_loss=3135.2546 │ grad_norm=99896.6953
  Epoch 2/10 [ 8010/10445] │ batch_loss=18530.4121 │ grad_norm=974147.7500
  Epoch 2/10 [ 8020/10445] │ batch_loss=6334.2886 │ grad_norm=247813.6875
  Epoch 2/10 [ 8030/10445] │ batch_loss=17980.2852 │ grad_norm=202917.9688
  Epoch 2/10 [ 8040/10445] │ batch_loss=4546.9517 │ grad_norm=98865.7422
  Epoch 2/10 [ 8050/10445] │ batch_loss=4888.2881 │ grad_norm=112663.1875
  Epoch 2/10 [ 8060/10445] │ batch_loss=24967.0938 │ grad_norm=488076.7500
  Epoch 2/10 [ 8070/10445] │ batch_loss=3191.9668 │ grad_norm=104947.6953
  Epoch 2/10 [ 8080/10445] │ batch_loss=8451.7549 │ grad_norm=337585.9375
  Epoch 2/10 [ 8090/10445] │ batch_loss=5363.1128 │ grad_norm=93490.7344
  Epoch 2/10 [ 8100/10445] │ batch_loss=8136.8882 │ grad_norm=327497.1875
  Epoch 2/10 [ 8110/10445] │ batch_loss=5582.1611 │ grad_norm=245096.8594
  Epoch 2/10 [ 8120/10445] │ batch_loss=6661.4272 │ grad_norm=313084.8438
  Epoch 2/10 [ 8130/10445] │ batch_loss=4408.3379 │ grad_norm=128227.6641
  Epoch 2/10 [ 8140/10445] │ batch_loss=3610.6182 │ grad_norm=152804.2031
  Epoch 2/10 [ 8150/10445] │ batch_loss=2864.8218 │ grad_norm=81854.8281
  Epoch 2/10 [ 8160/10445] │ batch_loss=13556.9043 │ grad_norm=359516.9062
  Epoch 2/10 [ 8170/10445] │ batch_loss=4531.3433 │ grad_norm=103013.1016
  Epoch 2/10 [ 8180/10445] │ batch_loss=7315.2930 │ grad_norm=236919.2812
  Epoch 2/10 [ 8190/10445] │ batch_loss=12728.0586 │ grad_norm=213910.6562
  Epoch 2/10 [ 8200/10445] │ batch_loss=43131.4961 │ grad_norm=960712.1875
  Epoch 2/10 [ 8210/10445] │ batch_loss=11174.8662 │ grad_norm=155677.4531
  Epoch 2/10 [ 8220/10445] │ batch_loss=4409.8813 │ grad_norm=73033.7344
  Epoch 2/10 [ 8230/10445] │ batch_loss=12251.2168 │ grad_norm=246495.7500
  Epoch 2/10 [ 8240/10445] │ batch_loss=12375.5693 │ grad_norm=389518.8438
  Epoch 2/10 [ 8250/10445] │ batch_loss=5414.6768 │ grad_norm=177946.1250
  Epoch 2/10 [ 8260/10445] │ batch_loss=6780.2847 │ grad_norm=163973.2656
  Epoch 2/10 [ 8270/10445] │ batch_loss=8051.2080 │ grad_norm=231324.7656
  Epoch 2/10 [ 8280/10445] │ batch_loss=3808.1147 │ grad_norm=197518.6250
  Epoch 2/10 [ 8290/10445] │ batch_loss=6911.7090 │ grad_norm=139426.1875
  Epoch 2/10 [ 8300/10445] │ batch_loss=5098.5400 │ grad_norm=90284.3750
  Epoch 2/10 [ 8310/10445] │ batch_loss=17116.4141 │ grad_norm=574118.5000
  Epoch 2/10 [ 8320/10445] │ batch_loss=4843.4248 │ grad_norm=91429.0859
  Epoch 2/10 [ 8330/10445] │ batch_loss=14736.6123 │ grad_norm=396995.7812
  Epoch 2/10 [ 8340/10445] │ batch_loss=3233.1250 │ grad_norm=45802.4883
  Epoch 2/10 [ 8350/10445] │ batch_loss=29229.7461 │ grad_norm=816027.0000
  Epoch 2/10 [ 8360/10445] │ batch_loss=3459.7148 │ grad_norm=115330.7266
  Epoch 2/10 [ 8370/10445] │ batch_loss=7237.9766 │ grad_norm=224827.9844
  Epoch 2/10 [ 8380/10445] │ batch_loss=5631.9834 │ grad_norm=157875.6094
  Epoch 2/10 [ 8390/10445] │ batch_loss=20489.3906 │ grad_norm=527595.0625
  Epoch 2/10 [ 8400/10445] │ batch_loss=2776.2144 │ grad_norm=73661.3750
  Epoch 2/10 [ 8410/10445] │ batch_loss=6686.5605 │ grad_norm=257590.9688
  Epoch 2/10 [ 8420/10445] │ batch_loss=46716.7422 │ grad_norm=1196420.7500
  Epoch 2/10 [ 8430/10445] │ batch_loss=21627.2559 │ grad_norm=584983.2500
  Epoch 2/10 [ 8440/10445] │ batch_loss=10783.4980 │ grad_norm=188954.6719
  Epoch 2/10 [ 8450/10445] │ batch_loss=11765.2012 │ grad_norm=327911.2812
  Epoch 2/10 [ 8460/10445] │ batch_loss=3346.0820 │ grad_norm=150256.7344
  Epoch 2/10 [ 8470/10445] │ batch_loss=21325.3965 │ grad_norm=487639.5000
  Epoch 2/10 [ 8480/10445] │ batch_loss=5939.9160 │ grad_norm=431889.9375
  Epoch 2/10 [ 8490/10445] │ batch_loss=6311.5830 │ grad_norm=237858.1875
  Epoch 2/10 [ 8500/10445] │ batch_loss=6020.7852 │ grad_norm=149640.6562
  Epoch 2/10 [ 8510/10445] │ batch_loss=4407.5923 │ grad_norm=123204.2656
  Epoch 2/10 [ 8520/10445] │ batch_loss=5628.8018 │ grad_norm=216684.8750
  Epoch 2/10 [ 8530/10445] │ batch_loss=4976.8584 │ grad_norm=88606.1484
  Epoch 2/10 [ 8540/10445] │ batch_loss=5561.2168 │ grad_norm=161278.6562
  Epoch 2/10 [ 8550/10445] │ batch_loss=6140.7124 │ grad_norm=107955.5781
  Epoch 2/10 [ 8560/10445] │ batch_loss=26164.7500 │ grad_norm=477873.0625
  Epoch 2/10 [ 8570/10445] │ batch_loss=9778.4473 │ grad_norm=467674.4375
  Epoch 2/10 [ 8580/10445] │ batch_loss=14417.9795 │ grad_norm=765289.1875
  Epoch 2/10 [ 8590/10445] │ batch_loss=9408.1133 │ grad_norm=253236.9844
  Epoch 2/10 [ 8600/10445] │ batch_loss=4427.8120 │ grad_norm=76024.3047
  Epoch 2/10 [ 8610/10445] │ batch_loss=6478.1377 │ grad_norm=307128.8750
  Epoch 2/10 [ 8620/10445] │ batch_loss=4901.1240 │ grad_norm=92631.7734
  Epoch 2/10 [ 8630/10445] │ batch_loss=11644.9990 │ grad_norm=535065.5625
  Epoch 2/10 [ 8640/10445] │ batch_loss=18695.1250 │ grad_norm=357757.0312
  Epoch 2/10 [ 8650/10445] │ batch_loss=16024.9980 │ grad_norm=597937.6250
  Epoch 2/10 [ 8660/10445] │ batch_loss=6097.3062 │ grad_norm=301137.9375
  Epoch 2/10 [ 8670/10445] │ batch_loss=113777.0859 │ grad_norm=1304276.8750
  Epoch 2/10 [ 8680/10445] │ batch_loss=5349.4976 │ grad_norm=179763.2344
  Epoch 2/10 [ 8690/10445] │ batch_loss=11638.5508 │ grad_norm=308417.4688
  Epoch 2/10 [ 8700/10445] │ batch_loss=4417.0659 │ grad_norm=113273.0234
  Epoch 2/10 [ 8710/10445] │ batch_loss=4884.1929 │ grad_norm=218531.5781
  Epoch 2/10 [ 8720/10445] │ batch_loss=4113.8765 │ grad_norm=86248.8594
  Epoch 2/10 [ 8730/10445] │ batch_loss=8683.1084 │ grad_norm=306464.3438
  Epoch 2/10 [ 8740/10445] │ batch_loss=5189.1147 │ grad_norm=203694.6719
  Epoch 2/10 [ 8750/10445] │ batch_loss=9126.0957 │ grad_norm=330039.7812
  Epoch 2/10 [ 8760/10445] │ batch_loss=3117.2000 │ grad_norm=60683.0391
  Epoch 2/10 [ 8770/10445] │ batch_loss=5895.1689 │ grad_norm=102379.2344
  Epoch 2/10 [ 8780/10445] │ batch_loss=7506.7812 │ grad_norm=229511.0781
  Epoch 2/10 [ 8790/10445] │ batch_loss=9545.6494 │ grad_norm=297488.0000
  Epoch 2/10 [ 8800/10445] │ batch_loss=9545.2705 │ grad_norm=231189.6094
  Epoch 2/10 [ 8810/10445] │ batch_loss=3391.2090 │ grad_norm=98518.5859
  Epoch 2/10 [ 8820/10445] │ batch_loss=17055.3008 │ grad_norm=571365.4375
  Epoch 2/10 [ 8830/10445] │ batch_loss=10390.9658 │ grad_norm=320013.3125
  Epoch 2/10 [ 8840/10445] │ batch_loss=7162.9429 │ grad_norm=184213.0938
  Epoch 2/10 [ 8850/10445] │ batch_loss=8264.3594 │ grad_norm=171381.7812
  Epoch 2/10 [ 8860/10445] │ batch_loss=6235.4683 │ grad_norm=285073.6875
  Epoch 2/10 [ 8870/10445] │ batch_loss=5770.1680 │ grad_norm=121221.9531
  Epoch 2/10 [ 8880/10445] │ batch_loss=26448.3281 │ grad_norm=721543.1875
  Epoch 2/10 [ 8890/10445] │ batch_loss=4430.4229 │ grad_norm=167529.5000
  Epoch 2/10 [ 8900/10445] │ batch_loss=6751.2207 │ grad_norm=245744.8906
  Epoch 2/10 [ 8910/10445] │ batch_loss=8310.7207 │ grad_norm=219925.3125
  Epoch 2/10 [ 8920/10445] │ batch_loss=4160.9409 │ grad_norm=205717.0469
  Epoch 2/10 [ 8930/10445] │ batch_loss=5138.5054 │ grad_norm=128121.3594
  Epoch 2/10 [ 8940/10445] │ batch_loss=11079.0889 │ grad_norm=262892.3750
  Epoch 2/10 [ 8950/10445] │ batch_loss=19868.0820 │ grad_norm=712947.8750
  Epoch 2/10 [ 8960/10445] │ batch_loss=6587.4727 │ grad_norm=371737.0312
  Epoch 2/10 [ 8970/10445] │ batch_loss=4933.4912 │ grad_norm=100808.5625
  Epoch 2/10 [ 8980/10445] │ batch_loss=9243.4697 │ grad_norm=173604.5156
  Epoch 2/10 [ 8990/10445] │ batch_loss=7617.4722 │ grad_norm=214444.2500
  Epoch 2/10 [ 9000/10445] │ batch_loss=14180.9004 │ grad_norm=311867.5312
  Epoch 2/10 [ 9010/10445] │ batch_loss=16424.9023 │ grad_norm=913168.3750
  Epoch 2/10 [ 9020/10445] │ batch_loss=7710.8047 │ grad_norm=424180.1562
  Epoch 2/10 [ 9030/10445] │ batch_loss=8850.4883 │ grad_norm=254809.3125
  Epoch 2/10 [ 9040/10445] │ batch_loss=4849.5186 │ grad_norm=140575.5625
  Epoch 2/10 [ 9050/10445] │ batch_loss=20075.2559 │ grad_norm=344422.1875
  Epoch 2/10 [ 9060/10445] │ batch_loss=4532.9971 │ grad_norm=190512.8594
  Epoch 2/10 [ 9070/10445] │ batch_loss=4177.1870 │ grad_norm=97313.2812
  Epoch 2/10 [ 9080/10445] │ batch_loss=5656.3101 │ grad_norm=181708.5625
  Epoch 2/10 [ 9090/10445] │ batch_loss=10662.1406 │ grad_norm=268760.2812
  Epoch 2/10 [ 9100/10445] │ batch_loss=3554.1482 │ grad_norm=109811.2891
  Epoch 2/10 [ 9110/10445] │ batch_loss=4697.5918 │ grad_norm=128888.8828
  Epoch 2/10 [ 9120/10445] │ batch_loss=2984.8145 │ grad_norm=85851.3750
  Epoch 2/10 [ 9130/10445] │ batch_loss=5100.4854 │ grad_norm=259388.7031
  Epoch 2/10 [ 9140/10445] │ batch_loss=13316.2656 │ grad_norm=655400.9375
  Epoch 2/10 [ 9150/10445] │ batch_loss=4268.7139 │ grad_norm=149304.8750
  Epoch 2/10 [ 9160/10445] │ batch_loss=4942.5732 │ grad_norm=241519.2500
  Epoch 2/10 [ 9170/10445] │ batch_loss=9792.5107 │ grad_norm=335243.0312
  Epoch 2/10 [ 9180/10445] │ batch_loss=3180.7456 │ grad_norm=97406.3516
  Epoch 2/10 [ 9190/10445] │ batch_loss=3098.4463 │ grad_norm=83087.8516
  Epoch 2/10 [ 9200/10445] │ batch_loss=9296.1982 │ grad_norm=174632.1250
  Epoch 2/10 [ 9210/10445] │ batch_loss=4855.5703 │ grad_norm=101850.0703
  Epoch 2/10 [ 9220/10445] │ batch_loss=17575.9180 │ grad_norm=445916.6562
  Epoch 2/10 [ 9230/10445] │ batch_loss=3883.6558 │ grad_norm=86231.4453
  Epoch 2/10 [ 9240/10445] │ batch_loss=8461.1426 │ grad_norm=225898.0000
  Epoch 2/10 [ 9250/10445] │ batch_loss=9499.8613 │ grad_norm=204530.8281
  Epoch 2/10 [ 9260/10445] │ batch_loss=6172.6455 │ grad_norm=167928.9688
  Epoch 2/10 [ 9270/10445] │ batch_loss=3695.5659 │ grad_norm=99632.2266
  Epoch 2/10 [ 9280/10445] │ batch_loss=9719.0283 │ grad_norm=334334.9688
  Epoch 2/10 [ 9290/10445] │ batch_loss=11796.4062 │ grad_norm=609533.1250
  Epoch 2/10 [ 9300/10445] │ batch_loss=16075.7969 │ grad_norm=578217.6875
  Epoch 2/10 [ 9310/10445] │ batch_loss=5595.5273 │ grad_norm=230912.5156
  Epoch 2/10 [ 9320/10445] │ batch_loss=5242.3916 │ grad_norm=97680.2578
  Epoch 2/10 [ 9330/10445] │ batch_loss=5903.6226 │ grad_norm=160892.0156
  Epoch 2/10 [ 9340/10445] │ batch_loss=11997.5488 │ grad_norm=414590.1875
  Epoch 2/10 [ 9350/10445] │ batch_loss=4750.3081 │ grad_norm=124092.8594
  Epoch 2/10 [ 9360/10445] │ batch_loss=2751.7925 │ grad_norm=87658.4766
  Epoch 2/10 [ 9370/10445] │ batch_loss=4044.3171 │ grad_norm=64455.0039
  Epoch 2/10 [ 9380/10445] │ batch_loss=9060.2930 │ grad_norm=156451.2500
  Epoch 2/10 [ 9390/10445] │ batch_loss=5127.4536 │ grad_norm=227963.0781
  Epoch 2/10 [ 9400/10445] │ batch_loss=9963.2568 │ grad_norm=256752.7656
  Epoch 2/10 [ 9410/10445] │ batch_loss=5299.3438 │ grad_norm=360468.8750
  Epoch 2/10 [ 9420/10445] │ batch_loss=17066.2363 │ grad_norm=273282.4688
  Epoch 2/10 [ 9430/10445] │ batch_loss=8896.1963 │ grad_norm=159984.7344
  Epoch 2/10 [ 9440/10445] │ batch_loss=10000.2090 │ grad_norm=693634.1250
  Epoch 2/10 [ 9450/10445] │ batch_loss=3245.1677 │ grad_norm=136462.7344
  Epoch 2/10 [ 9460/10445] │ batch_loss=5800.3647 │ grad_norm=202950.6094
  Epoch 2/10 [ 9470/10445] │ batch_loss=10520.8828 │ grad_norm=176067.3906
  Epoch 2/10 [ 9480/10445] │ batch_loss=8226.7227 │ grad_norm=259650.1562
  Epoch 2/10 [ 9490/10445] │ batch_loss=26397.6055 │ grad_norm=585575.7500
  Epoch 2/10 [ 9500/10445] │ batch_loss=2594.3760 │ grad_norm=96611.2031
  Epoch 2/10 [ 9510/10445] │ batch_loss=11888.3896 │ grad_norm=667618.5000
  Epoch 2/10 [ 9520/10445] │ batch_loss=4869.8901 │ grad_norm=138943.1562
  Epoch 2/10 [ 9530/10445] │ batch_loss=17860.0859 │ grad_norm=187612.5469
  Epoch 2/10 [ 9540/10445] │ batch_loss=8580.4326 │ grad_norm=357051.2500
  Epoch 2/10 [ 9550/10445] │ batch_loss=9649.5586 │ grad_norm=156915.4219
  Epoch 2/10 [ 9560/10445] │ batch_loss=5883.7656 │ grad_norm=122632.6641
  Epoch 2/10 [ 9570/10445] │ batch_loss=16207.6641 │ grad_norm=1413481.5000
  Epoch 2/10 [ 9580/10445] │ batch_loss=8792.6191 │ grad_norm=400777.0312
  Epoch 2/10 [ 9590/10445] │ batch_loss=15000.5312 │ grad_norm=356493.3438
  Epoch 2/10 [ 9600/10445] │ batch_loss=8000.4375 │ grad_norm=306706.2500
  Epoch 2/10 [ 9610/10445] │ batch_loss=6638.8525 │ grad_norm=80315.2422
  Epoch 2/10 [ 9620/10445] │ batch_loss=4065.6260 │ grad_norm=159422.2344
  Epoch 2/10 [ 9630/10445] │ batch_loss=11025.0957 │ grad_norm=341873.1562
  Epoch 2/10 [ 9640/10445] │ batch_loss=3864.2722 │ grad_norm=71380.3438
  Epoch 2/10 [ 9650/10445] │ batch_loss=8400.2627 │ grad_norm=152882.0156
  Epoch 2/10 [ 9660/10445] │ batch_loss=12681.7910 │ grad_norm=325388.3125
  Epoch 2/10 [ 9670/10445] │ batch_loss=6298.1963 │ grad_norm=200247.1094
  Epoch 2/10 [ 9680/10445] │ batch_loss=17231.9863 │ grad_norm=919458.7500
  Epoch 2/10 [ 9690/10445] │ batch_loss=5720.6416 │ grad_norm=204895.4062
  Epoch 2/10 [ 9700/10445] │ batch_loss=7001.5391 │ grad_norm=174599.4531
  Epoch 2/10 [ 9710/10445] │ batch_loss=3195.7832 │ grad_norm=118514.8438
  Epoch 2/10 [ 9720/10445] │ batch_loss=5825.0464 │ grad_norm=281606.0938
  Epoch 2/10 [ 9730/10445] │ batch_loss=2528.4180 │ grad_norm=78468.2812
  Epoch 2/10 [ 9740/10445] │ batch_loss=7189.1338 │ grad_norm=363308.5938
  Epoch 2/10 [ 9750/10445] │ batch_loss=18804.5918 │ grad_norm=604843.4375
  Epoch 2/10 [ 9760/10445] │ batch_loss=5326.0488 │ grad_norm=141714.2656
  Epoch 2/10 [ 9770/10445] │ batch_loss=2603.1484 │ grad_norm=71481.4844
  Epoch 2/10 [ 9780/10445] │ batch_loss=9619.7441 │ grad_norm=164992.6250
  Epoch 2/10 [ 9790/10445] │ batch_loss=3300.3142 │ grad_norm=147764.9688
  Epoch 2/10 [ 9800/10445] │ batch_loss=6015.9473 │ grad_norm=164776.0000
  Epoch 2/10 [ 9810/10445] │ batch_loss=14984.8555 │ grad_norm=406150.4688
  Epoch 2/10 [ 9820/10445] │ batch_loss=6795.2710 │ grad_norm=135401.2656
  Epoch 2/10 [ 9830/10445] │ batch_loss=14293.9570 │ grad_norm=157566.9688
  Epoch 2/10 [ 9840/10445] │ batch_loss=6798.9819 │ grad_norm=165695.2656
  Epoch 2/10 [ 9850/10445] │ batch_loss=10288.5918 │ grad_norm=677073.1875
  Epoch 2/10 [ 9860/10445] │ batch_loss=12758.0449 │ grad_norm=329624.5000
  Epoch 2/10 [ 9870/10445] │ batch_loss=3794.8289 │ grad_norm=144078.4844
  Epoch 2/10 [ 9880/10445] │ batch_loss=3061.2998 │ grad_norm=84452.7188
  Epoch 2/10 [ 9890/10445] │ batch_loss=4828.7021 │ grad_norm=151943.8906
  Epoch 2/10 [ 9900/10445] │ batch_loss=4412.8047 │ grad_norm=204485.8125
  Epoch 2/10 [ 9910/10445] │ batch_loss=22424.2539 │ grad_norm=832319.6875
  Epoch 2/10 [ 9920/10445] │ batch_loss=8035.4878 │ grad_norm=146639.5156
  Epoch 2/10 [ 9930/10445] │ batch_loss=2332.7441 │ grad_norm=91969.7188
  Epoch 2/10 [ 9940/10445] │ batch_loss=8352.8496 │ grad_norm=303608.5938
  Epoch 2/10 [ 9950/10445] │ batch_loss=7676.5771 │ grad_norm=176720.1094
  Epoch 2/10 [ 9960/10445] │ batch_loss=14118.0254 │ grad_norm=575893.1875
